dish_id,total_mass,total_calories,total_fat,total_carb,total_protein,calories_per_100g,fat_per_100g,carb_per_100g,protein_per_100g
dish_1561737176,403.182007,117.0,31.941,4.914,22.581001,29.01915213691567,7.922228533377978,1.2188043897504581,5.600696610451666
dish_1567537280,733.018555,404.0,34.708237,51.064735,51.275162,55.11456664285941,4.734973864338263,6.966363218459048,6.995070131614882
dish_1561578188,57.990978,201.0,1.453176,10.810784,2.82298,346.6056392427112,2.5058656537918713,18.642182582263057,4.867964116763129
dish_1562180089,851.298767,437.0,57.796677,19.00104,60.67337,51.33332937154366,6.78923537075909,2.2320060519951395,7.127153515541272
dish_1567022251,111.910004,254.0,4.126,18.481001,2.959,226.96809125303938,3.6868911201182697,16.51416347013981,2.6440889055816674
dish_1551136396,199.589996,170.0,13.434,12.315001,12.021999,85.17460965328142,6.730798271071662,6.170149429733943,6.023347482806703
dish_1551493698,66.699997,58.0,6.206,3.654,0.464,86.95652565021855,9.304348244573385,5.478261115963768,0.6956522052017484
dish_1550770616,125.800003,85.0,9.35,1.36,8.5,67.56756595625836,7.432432255188419,1.0810810553001338,6.756756595625836
dish_1566850031,616.771973,662.0,19.197001,25.780001,84.644997,107.33302241021254,3.1124956775556987,4.179826926085047,13.723872144884249
dish_1566933401,27.052683,79.0,2.080976,1.69561,1.156098,292.0227912329435,7.6923091140350115,6.2678071524366,4.2735058847952345
dish_1551222833,75.970001,104.0,0.749,16.02,3.554,136.89614141245042,0.9859154799800516,21.087271013725537,4.678162370960084
dish_1551391505,327.779999,54.0,29.160002,11.339999,10.8,16.474464630161894,8.896211510452778,3.459637267251319,3.2948929260323787
dish_1560357832,181.351425,82.0,10.603177,17.474182,4.632458,45.21607701731596,5.8467569251247955,9.63553608690971,2.5544094842375786
dish_1562875870,256.946411,233.0,17.797087,26.566978,21.725405,90.68038704771011,6.926380847561245,10.339501492394847,8.455228043640584
dish_1562690886,20.611706,37.0,1.046829,2.526829,0.866341,179.50964369470435,5.078808129710369,12.259193877498543,4.203150384543618
dish_1551564456,102.800003,140.0,6.094,13.247999,1.204,136.18676645369356,5.9280153912057765,12.8871581842269,1.1712061915017646
dish_1551565425,15.75,45.0,0.18,3.15,1.08,285.7142857142857,1.1428571428571428,20.0,6.857142857142858
dish_1563302345,265.855438,215.0,7.567317,5.092874,43.001171,80.87101833139859,2.8464029387279264,1.9156553795976896,16.17464413122142
dish_1551395766,90.68,118.0,0.212,20.57,1.964,130.12792236435817,0.2337891486546096,22.68416409351566,2.1658579620644023
dish_1566923060,515.820007,248.0,34.609001,33.981998,18.783001,48.07878652136112,6.709511172566828,6.587956562142421,3.6413866746351307
dish_1558462036,2.99,13.0,0.052,0.468,0.377,434.78260869565213,1.7391304347826084,15.652173913043478,12.608695652173912
dish_1558637247,117.770996,111.0,2.664,24.42,3.441,94.25071008145332,2.26201704195488,20.735156217919734,2.921772012525053
dish_1558028142,21.900002,73.0,0.073,5.548,0.438,333.3333028919358,0.33333330289193575,25.33333101978712,1.9999998173516147
dish_1560543625,560.300903,554.0,30.885406,32.192524,64.666275,98.87544300459571,5.512289170806495,5.745577747177038,11.54134763191699
dish_1563565323,229.530243,152.0,10.840512,21.651379,14.405099,66.22221020347196,4.72291226563987,9.432909021927886,6.275904565656735
dish_1558379639,385.952026,112.0,30.576,4.704,21.616001,29.019150685841975,7.9222281372348595,1.218804328805363,5.600696341467061
dish_1551322714,32.639999,34.0,0.51,7.14,1.156,104.16666985804747,1.562500047870712,21.87500067018997,3.541666775173614
dish_1559932674,58.279999,124.0,0.124,14.88,1.116,212.76596109756284,0.21276596109756285,25.53191533170754,1.9148936498780658
dish_1559245801,60.989998,107.0,0.321,14.98,0.749,175.43860224425651,0.5263158067327696,24.56140431419591,1.2280702157097956
dish_1561996786,119.269997,99.0,5.686,9.42,8.141,83.00494884727799,4.767334738844673,7.898046647892512,6.8256897834918195
dish_1562873814,106.580215,134.0,8.689231,6.799564,2.057024,125.7268996877141,8.152761748510265,6.3797619473745675,1.930024254501645
dish_1566931620,494.579987,461.0,26.081001,22.006001,48.034,93.21040319409447,5.27336359851536,4.44943216030292,9.712079190943891
dish_1567785223,487.712494,261.0,35.621967,13.794291,27.389,53.51513508694325,7.303886498343427,2.828365311469753,5.615808562821029
dish_1551493311,417.876007,198.0,26.646,24.012001,20.226,47.3824763047475,6.376532644526777,5.746202365717542,4.840191746160722
dish_1551389218,135.804001,108.0,10.511,3.913,7.322,79.52637566252558,7.739830875822281,2.881358407106135,5.391593727787151
dish_1550711314,302.820007,335.0,11.538,36.132,14.016,110.62677242458423,3.810184179805531,11.931840421627097,4.628492066576038
dish_1551303285,79.299995,61.0,0.183,17.08,1.647,76.92308177320818,0.23076924531962453,21.538462896498288,2.076923207876621
dish_1561739188,97.089996,143.0,0.183,23.299999,1.247,147.28602934539208,0.18848491867277448,23.998352003228014,1.2843753747811464
dish_1564687046,374.793854,308.0,29.070162,20.45834,33.685577,82.17850872229083,7.7563070177772975,5.458558026407765,8.987761309447727
dish_1562873187,64.216751,255.0,2.404025,9.26375,4.02645,397.09265266316567,3.743610448308105,14.42575318081726,6.270092985551385
dish_1561491180,236.347488,217.0,18.691792,20.364334,21.251337,91.81396503778369,7.908606162126842,8.61626843269009,8.99156457292239
dish_1558725702,50.310001,117.0,0.351,10.530001,3.978,232.55813491238052,0.6976744047371415,20.930234129790616,7.906976587020938
dish_1550785697,6.44,23.0,0.092,1.219,0.506,357.14285714285717,1.4285714285714286,18.92857142857143,7.857142857142858
dish_1566242298,709.369019,558.0,21.716002,17.345001,106.701996,78.66145617504054,3.061312436595148,2.4451308889203123,15.041817889145788
dish_1562789240,361.555603,154.0,18.029551,21.636833,26.509659,42.59372520358922,4.98666065479284,5.984372201804876,7.332111238226337
dish_1559590031,402.746216,269.0,19.749413,42.538006,15.597241,66.7914406922696,4.903686792180811,10.56198775061862,3.872721922730616
dish_1563389693,500.218018,383.0,29.284,14.824001,45.544998,76.56661419981077,5.854247337407986,2.9635080038240447,9.105029479365935
dish_1563208412,62.400002,39.0,3.9,1.17,5.46,62.49999799679494,6.249999799679493,1.874999939903848,8.74999971955129
dish_1551390837,124.290001,206.0,1.132,27.68,3.996,165.7414098821996,0.9107731844012132,22.270496240481968,3.2150615237343185
dish_1551378635,27.200001,80.0,0.16,6.4,0.64,294.1176362456751,0.5882352724913502,23.52941089965401,2.352941089965401
dish_1550863078,60.310001,115.0,0.212,15.21,0.816,190.68147586334808,0.35151715550460694,25.219697807665433,1.3530094287347134
dish_1551488448,92.75,78.0,6.030001,4.155,6.5,84.09703504043127,6.501348787061995,4.47978436657682,7.008086253369273
dish_1551563660,76.489998,106.0,2.208,11.688,4.496,138.5802101864351,2.886651925392912,15.280429213764654,5.87789268866238
dish_1566416388,259.869873,315.0,12.182321,34.873814,5.198692,121.21451261878288,4.687854293906551,13.41972180053361,2.0004981493179863
dish_1565728388,124.973,47.0,4.418,15.745001,5.264,37.608123354644604,3.5351635953365927,12.59872212397878,4.212109815720196
dish_1562963059,369.527283,389.0,33.521896,25.158859,34.327641,105.26962903575377,9.071561841889764,6.808390112835052,9.28960934124044
dish_1551490767,434.032013,181.0,32.631001,7.374,27.566002,41.701993073953275,7.518109269050621,1.6989530216979638,6.351144886633051
dish_1560543729,219.529907,213.0,7.758307,20.830944,16.744329,97.02550459332177,3.534054701713148,9.488886632653655,7.627356668082586
dish_1561996859,227.330719,295.0,7.503926,25.222927,15.930146,129.76688821364263,3.300885174255751,11.095256774338536,7.007476187149174
dish_1564588567,450.666016,312.0,30.105001,5.274,35.943001,69.23086918539693,6.680113416850141,1.1702679618069982,7.975529488338434
dish_1558381665,17.85,51.0,0.204,3.57,1.224,285.71428571428567,1.1428571428571426,19.999999999999996,6.857142857142856
dish_1560455343,53.941677,41.0,4.908589,2.205773,1.081126,76.00801880890725,9.099807927736471,4.0891813578580445,2.0042498864097236
dish_1565203015,663.939575,397.0,19.142382,8.94381,107.055565,59.7945980249784,2.883151226525396,1.3470819238332041,16.124293389198858
dish_1560455380,60.97168,78.0,4.982589,3.574773,1.747126,127.92824471951569,8.171972627291884,5.863005578983555,2.865471313895238
dish_1565721855,479.034454,450.0,15.635769,23.092735,59.862839,93.93896331306475,3.2640176232501226,4.820683524362948,12.49656230363756
dish_1567020394,176.15863,265.0,12.666015,16.685022,13.626102,150.43259589382595,7.190118928604293,9.471589328323002,7.735131682166239
dish_1558723671,38.130001,93.0,0.186,9.3,0.837,243.90243262778827,0.48780486525557654,24.390243262778828,2.1951218936500942
dish_1563897395,135.913651,233.0,2.611512,26.800489,2.887805,171.43237510410196,1.9214493767075687,19.71876173056377,2.1247350643240392
dish_1561664061,303.643036,269.0,9.801618,13.71284,38.910919,88.59086760020408,3.2280068494638554,4.516105549675771,12.814691722421061
dish_1558379324,16.32,48.0,0.096,3.84,0.384,294.11764705882354,0.5882352941176471,23.52941176470588,2.3529411764705883
dish_1558458584,351.181,142.0,25.455,25.941,12.369,40.43498936445879,7.24839897374858,7.386789148615671,3.5221153764013433
dish_1550772088,39.899998,70.0,0.21,9.8,0.49,175.43860528514313,0.5263158158554294,24.56140473992004,1.228070236996002
dish_1567024187,334.945831,235.0,12.615192,38.525391,16.733999,70.16059859541885,3.7663379664516556,11.501976568861965,4.996031432915491
dish_1558639012,257.436005,490.0,2.237,63.264,4.685,190.33856588941396,0.8689538201931001,24.57465108658752,1.8198697575344984
dish_1551135656,15.98,47.0,0.329,3.196,0.329,294.11764705882354,2.058823529411765,20.0,2.058823529411765
dish_1550875931,41.579998,54.0,0.054,9.18,1.08,129.87013611688965,0.12987013611688966,22.077923139871242,2.5974027223377933
dish_1565382733,287.639984,102.0,12.24,32.639999,12.24,35.46099488032234,4.25531938563868,11.347518014046337,4.25531938563868
dish_1550777566,291.940002,119.0,21.57,21.419998,7.46,40.76180009069124,7.388504436606807,7.337123331252153,2.55531956871056
dish_1561575347,554.760071,327.0,27.43395,37.903404,36.771889,58.94440084892123,4.945191882780619,6.83239583765934,6.628431086201949
dish_1550708327,67.07,170.0,3.149,6.175,5.513,253.46652750857314,4.695094677202922,9.206798866855525,8.219770389145669
dish_1563564707,143.991699,150.0,4.091075,24.55752,6.571747,104.17267178714238,2.841188088210557,17.05481647244123,4.563976288660918
dish_1561578323,114.336998,43.0,4.042,14.405001,4.816,37.608124012491565,3.5351636571742073,12.59872241879221,4.212109889399056
dish_1562790775,75.686295,40.0,7.803151,1.519515,0.394182,52.84972662487971,10.309859929066418,2.007648808810102,0.5208102735112082
dish_1561575033,354.445312,339.0,11.978688,13.237388,47.962563,95.64239912982683,3.37955887536185,3.7346771284141007,13.531724465296357
dish_1565811139,902.200012,416.0,62.632004,9.06,74.731003,46.10950947316104,6.942141783079472,1.0042119130452862,8.283196852806071
dish_1567023375,248.566406,268.0,19.267872,8.701454,15.367283,107.81827050273237,7.751599385477698,3.5006556758920997,6.182365206664331
dish_1558721533,18.700001,55.0,0.11,4.4,0.44,294.11763133060794,0.588235262661216,23.529410506448638,2.352941050644864
dish_1562874049,412.144989,155.0,14.57,51.925003,17.360001,37.60812435839175,3.5351636896888246,12.598722387960416,4.212110170772936
dish_1562872746,242.363983,203.0,23.447695,12.912596,17.217421,83.75831981602646,9.674578998811057,5.327770174498247,7.103951992734829
dish_1558638954,89.010002,129.0,0.258,23.220001,0.903,144.92753297545147,0.28985506595090293,26.08695705905051,1.0144927308281602
dish_1550707914,11.89,29.0,0.058,2.9,0.261,243.90243902439022,0.4878048780487805,24.39024390243902,2.1951219512195124
dish_1551136531,81.400002,55.0,6.05,0.88,5.5,67.5675659074308,7.4324322498173885,1.081081054518893,6.756756590743081
dish_1558641164,80.079994,154.0,0.308,21.559999,0.462,192.30770671636165,0.38461541343272326,26.92307769153929,0.576923120149085
dish_1550707638,345.671997,265.0,13.27,37.984001,18.243999,76.66227009994101,3.8388993367027067,10.98845186467332,5.2778353926077495
dish_1562611824,192.566193,109.0,11.998874,16.74655,5.932549,56.603912816617814,6.231038695353966,8.696516111735148,3.0807842786817727
dish_1561996401,611.600037,548.0,29.809999,54.195999,29.870001,89.60104101497953,4.874100261050181,8.86134658621677,4.883910921019123
dish_1558461607,87.629997,127.0,0.254,22.860001,0.889,144.92754119345685,0.2898550823869137,26.086958555983973,1.0144927883541979
dish_1560366389,46.909065,38.0,4.457482,1.529994,0.911943,81.00779668066289,9.502389356939858,3.26161691775353,1.9440656086408883
dish_1561392632,500.114899,352.0,35.600468,19.517466,26.380598,70.3838259375672,7.118457792636168,3.902596391154505,5.2749074368208335
dish_1551136769,216.590012,112.0,12.497,12.812,12.424999,51.71060242611742,5.769887486778477,5.9153235561019315,5.736644494945594
dish_1566499686,674.706787,388.0,37.685776,35.915737,48.447742,57.50646169207722,5.58550421103145,5.323162252405207,7.180562421109898
dish_1563395510,415.627411,372.0,19.100136,33.541649,34.771233,89.50324019894828,4.595494785592955,8.070124373967241,8.365962417238165
dish_1551566851,8.61,21.0,0.042,2.1,0.189,243.90243902439025,0.48780487804878053,24.39024390243903,2.1951219512195124
dish_1551375443,99.169998,177.0,0.451,14.42,10.649,178.4813991828456,0.4547746385958382,14.540688001223918,10.738126666091087
dish_1559157454,34.564575,28.0,3.284461,1.127364,0.671958,81.00779483040078,9.502390814873321,3.261616843256427,1.9440655642373734
dish_1550860107,211.430008,222.0,10.358999,19.532001,10.605,104.99928657241502,4.899493263983606,9.238045812304941,5.015844297749826
dish_1563563348,362.641998,294.0,22.785002,12.092001,29.322998,81.07169098489248,6.283056602837269,3.3344182600714656,8.085935485056531
dish_1561405389,265.983459,223.0,8.393058,12.105439,34.985947,83.83979997793773,3.1554811835122423,4.551199930067832,13.153429589770093
dish_1560526514,183.252747,224.0,8.398129,26.031246,3.418025,122.23554826165852,4.5828120655675635,14.205105476536184,1.8651971421743545
dish_1558629818,156.087006,27.0,13.365,6.129,6.048,17.29804465594016,8.56253210469038,3.9266561368984165,3.8747620029305962
dish_1551303168,54.450001,55.0,0.165,0.11,13.2,101.01009915500276,0.3030302974650083,0.20202019831000553,24.24242379720066
dish_1563221443,242.519989,86.0,10.32,27.519999,10.32,35.46099451620872,4.255319341945047,11.347517832849645,4.255319341945047
dish_1550770751,36.380001,107.0,0.214,8.559999,0.856,294.1176389742265,0.588235277948453,23.52940836917514,2.352941111793812
dish_1568320296,226.014999,85.0,7.99,28.475,9.52,37.608123521041186,3.5351636109778717,12.598721379548799,4.212109834356613
dish_1558116399,7.0,25.0,0.1,1.325,0.55,357.1428571428571,1.4285714285714286,18.928571428571427,7.857142857142857
dish_1562875211,282.240021,147.0,10.535001,34.446999,12.348,52.08332945808561,3.732638965471165,12.204859848703029,4.3749996744791915
dish_1561492519,271.320007,206.0,2.954,52.377998,11.528,75.92510492600718,1.0887512619001225,19.30487861147667,4.248857328092286
dish_1563304333,451.235687,308.0,16.554087,26.73476,47.086288,68.25701265955058,3.668612097163317,5.924788479772879,10.43496544190664
dish_1561997248,113.610001,21.0,8.82,0.294,7.77,18.484288192198854,7.763401040723519,0.2587800346907839,6.839186631113575
dish_1558723719,231.240005,40.0,19.799999,9.08,8.96,17.298044946850784,8.562531816240014,3.926656202935128,3.8747620680945762
dish_1567714839,521.709961,379.0,26.028999,13.081,60.203995,72.6457281500899,4.989170409955044,2.507331846784501,11.539744206647416
dish_1560798744,357.152008,220.0,14.164,39.889,19.320002,61.59842170059981,3.9658183862149805,11.168633832796482,5.409461956601962
dish_1558113304,247.070999,175.0,15.633,23.957001,8.042,70.82984272063432,6.327331035723865,9.696403502217596,3.25493482948195
dish_1551222472,5.28,24.0,0.072,0.792,0.744,454.54545454545456,1.3636363636363635,15.0,14.090909090909092
dish_1550771191,81.149994,15.0,6.3,0.21,5.55,18.4842897215741,7.763401683061122,0.2587800561020374,6.839187196982417
dish_1551235109,156.585999,59.0,2.478,24.957001,7.965,37.67897537250441,1.5825169656451854,15.938207221196068,5.086661675288095
dish_1551123455,100.5,188.0,1.185,21.57,2.501,187.06467661691545,1.1791044776119404,21.46268656716418,2.4885572139303482
dish_1563308428,406.307678,329.0,20.298132,28.675205,26.585045,80.97311909522911,4.995753981296902,7.057509998617352,6.543082112270593
dish_1558630932,292.643982,265.0,17.381001,32.048,9.644,90.55371587993223,5.939298967029502,10.951190515170067,3.2954718337587408
dish_1551224689,4.2,42.0,0.0,0.84,0.42,999.9999999999999,0.0,19.999999999999996,9.999999999999998
dish_1560368019,436.965942,301.0,21.659855,49.96254,26.125687,68.88408708063568,4.956874876989842,11.433966631660278,5.978884047672531
dish_1551379252,20.65,59.0,0.236,4.13,1.416,285.7142857142857,1.1428571428571428,20.0,6.857142857142857
dish_1563911255,293.192169,235.0,12.387642,24.054247,21.95612,80.15220897663198,4.225093065156185,8.20425971199797,7.488644759812804
dish_1563813833,256.865997,207.0,14.235001,3.234,25.443001,80.58676602493244,5.541800458703765,1.2590222286214083,9.905165065503006
dish_1562775373,329.080017,148.0,24.959999,2.312,22.360001,44.973864213699734,7.584781120270819,0.7025646896086066,6.794700329676962
dish_1559242221,659.033997,114.0,56.43,25.878,25.536001,17.298045399621472,8.562532472812629,3.926656305714074,3.87476232125245
dish_1566332193,527.450012,504.0,29.494001,18.466,51.841,95.55407878159268,5.591809712576137,3.5009952753589095,9.828609123247114
dish_1563295292,119.019997,22.0,9.24,0.308,8.14,18.484288820810505,7.7634013047404125,0.2587800434913471,6.839186863699887
dish_1567106794,102.338257,48.0,10.138825,1.695728,2.020698,46.903280754527614,9.907169906167155,1.6569834680690332,1.974528450294009
dish_1562691566,100.613655,187.0,2.766634,6.886634,11.730732,185.85946410554314,2.749759960514306,6.844631576101674,11.659184829335542
dish_1551136610,64.860001,47.0,0.987,11.75,2.115,72.4637669987085,1.5217391069728783,18.115941749677123,3.2608695149418825
dish_1562703382,203.869995,145.0,5.887001,31.320002,6.989,71.12375707862259,2.8876250279007465,15.362732509999818,3.4281650911896087
dish_1563909507,117.925575,151.0,9.166178,8.186116,2.891765,128.04686345603997,7.772849952183824,6.941764752896053,2.4521949543175854
dish_1566414723,728.810608,482.0,31.699219,24.867764,97.962776,66.13515153445735,4.349445336284128,3.4121023661060654,13.441458579867433
dish_1564589025,48.810734,51.0,1.243902,8.956099,0.497561,104.485214256356,2.5484189604688186,18.348625939532074,1.0193679939334657
dish_1558458847,74.360001,143.0,0.286,20.02,0.429,192.30768972152111,0.3846153794430422,26.923076561012955,0.5769230691645634
dish_1559242324,18.9,54.0,0.216,3.78,1.296,285.7142857142858,1.142857142857143,20.0,6.8571428571428585
dish_1558632130,33.66,99.0,0.198,7.92,0.792,294.1176470588236,0.5882352941176472,23.529411764705884,2.3529411764705888
dish_1551379379,99.040001,167.0,0.569,14.702,10.580999,168.6187382005378,0.5745153415335688,14.844507119906027,10.683561079527857
dish_1562787783,114.013741,76.0,6.586968,12.592723,2.312764,66.65863196261581,5.77734573238852,11.044916945581148,2.028495845952463
dish_1551228438,90.619995,153.0,0.776,20.779999,1.852,168.83691066193504,0.8563231547298144,22.930920488353593,2.0436990754634228
dish_1567022383,527.088013,508.0,17.344999,21.214001,70.595001,96.37859095080577,3.2907215820140463,4.024754970096427,13.39339906407623
dish_1566587143,354.399445,234.0,20.705935,16.010584,28.907421,66.02719143648771,5.842541598788339,4.517666216999861,8.156734274795491
dish_1551324010,98.220001,202.0,0.612,14.752,13.335,205.66075946181266,0.6230910138149968,15.019344176141884,13.576664492194416
dish_1550713566,130.279999,187.0,4.62,2.799,20.27,143.53699833847864,3.5462081942447665,2.148449509889849,15.558796557866108
dish_1563567663,514.112061,461.0,46.380054,33.964943,35.668152,89.66916650492662,9.021389988358976,6.606525226024603,6.937816617377509
dish_1551394781,26.280001,36.0,1.728,0.684,2.88,136.98629615729467,6.575342215550145,2.602739626988599,10.958903692583574
dish_1551377521,210.039993,128.0,9.546,8.548,23.465,60.94077521703212,4.544848751732723,4.069701144962426,11.171681956778583
dish_1550704750,136.949997,83.0,2.988,0.0,25.73,60.60606193368519,2.181818229612667,0.0,18.787879199442408
dish_1563822636,237.019379,258.0,13.74615,10.662965,19.792339,108.85185890222081,5.799589070731638,4.498773494803562,8.350515085941558
dish_1560442450,87.761002,149.0,0.596,5.364,14.900001,169.77928305786662,0.6791171322314664,6.112054190083198,16.977929445244936
dish_1551373738,239.389984,188.0,10.893001,28.936001,9.589001,78.53294313265839,4.550316106792505,12.087390005423117,4.005598245914917
dish_1566923004,158.820007,153.0,9.309,10.313999,8.745001,96.33546987565616,5.86135221616002,6.4941433984447565,5.506233858811
dish_1558115512,434.196014,126.0,34.397999,5.292,24.318001,29.019151705063784,7.922228185171686,1.2188043716126788,5.600696509388038
dish_1564588533,236.06601,167.0,14.155001,2.954,21.443001,70.74292482852572,5.996204620902433,1.2513449098411076,9.083476693658692
dish_1558544427,160.164993,103.0,10.815,1.236,12.875,64.30868448263223,6.752411870676384,0.7717042137915868,8.038585560329029
dish_1561749664,288.197937,162.0,14.621815,6.377819,30.084497,56.21136698143678,5.07353215370171,2.2129995330258034,10.438831489623048
dish_1565811000,342.850006,225.0,7.46,0.72,64.129997,65.62636606749832,2.175878626060167,0.21000437141599465,18.7049718179092
dish_1561578441,387.084412,309.0,18.797609,34.634628,20.267014,79.82754934600673,4.856204077781361,8.947564646442029,5.235812492495823
dish_1565897617,356.831787,211.0,22.75914,9.717452,29.763849,59.13150332652399,6.378114514781162,2.7232585083570484,8.341142825372785
dish_1551135718,89.879997,140.0,9.608999,5.446,13.893,155.76324507442962,10.690920472549639,6.059190233395312,15.457276884421793
dish_1561665671,158.389008,89.0,5.056,23.98,5.919,56.19076798561678,3.19214070713796,15.139939508933601,3.737001749515345
dish_1558113204,179.210999,31.0,15.345,7.037,6.944,17.298045417402086,8.562532481614033,3.926656309750274,3.8747621734980675
dish_1560356523,497.719971,92.0,38.639999,1.288,34.040001,18.484289431898244,7.763401360481073,0.2587800520465754,6.839187290718539
dish_1561393764,280.799988,182.0,20.096001,5.524,19.066,64.81481758467882,7.156695818662215,1.9672365513064056,6.789886330052123
dish_1559332487,19.110001,98.0,0.441,3.822,0.833,512.8204859853225,2.3076921869339513,19.99999895342758,4.358974130875241
dish_1558628888,111.959999,72.0,7.56,0.864,9.0,64.30868224641553,6.75241163587363,0.7717041869569863,8.038585280801941
dish_1561749016,280.118103,272.0,15.774299,17.086405,17.900995,97.10189990826832,5.631302950812857,6.099714662140204,6.390517002751514
dish_1564601569,208.098145,291.0,7.830707,31.273438,6.68656,139.83786352348312,3.7629874115408386,15.028215652763267,3.2131761674281143
dish_1568044581,386.223419,696.0,3.966878,32.404121,48.129951,180.20657623560626,1.0270941131096973,8.389993823756194,12.461686327726285
dish_1560787781,108.628998,97.0,3.181,17.164,3.481,89.2947571881313,2.9283156970664503,15.800569199763771,3.2044850491946915
dish_1563205982,316.239502,469.0,4.363,54.792,16.148998,148.3053182900598,1.3796505409371662,17.32610874146899,5.1065720436152215
dish_1550775273,19.949999,57.0,0.228,3.99,1.368,285.7143000358045,1.1428572001432182,20.00000100250632,6.857143200859309
dish_1558723818,113.527,107.0,2.568,23.539999,3.317,94.2507068803016,2.2620169651272386,20.735154632818627,2.9217719132893496
dish_1561480414,125.161995,129.0,4.835,16.316,5.447,103.06643002933917,3.8629937146655418,13.035905987276728,4.3519600338745
dish_1565032714,315.591034,330.0,23.180414,24.396652,5.192313,104.56570828941865,7.345080025308958,7.730464231122612,1.6452663227435038
dish_1561049435,338.179993,257.0,22.427,13.217999,20.822001,75.99503380438003,6.631675576384556,3.9085691861138576,6.157076536458501
dish_1561407208,44.347641,29.0,0.939882,0.892834,7.578107,65.39242977997408,2.119350609877986,2.0132615396611513,17.08795965043552
dish_1559062051,56.239998,74.0,0.0,13.320001,0.74,131.57895204761564,0.0,23.68421314666476,1.3157895204761565
dish_1562169762,262.330139,210.0,18.239729,6.993764,17.674047,80.05180068158315,6.952967382829009,2.666016198771579,6.737329941337775
dish_1563826223,301.086548,139.0,19.621857,5.146894,26.589127,46.16612762121807,6.517015499476914,1.7094400378192915,8.831057772796944
dish_1558031019,206.442001,197.0,6.553999,30.423998,7.313,95.42631782570253,3.174741074128612,14.737310165870753,3.542399300808947
dish_1564589308,227.009995,161.0,10.948001,28.980001,3.381,70.92198737769233,4.822695582192317,12.765958168493858,1.489361734931539
dish_1558379391,604.062073,223.0,45.939999,28.863998,26.037001,36.916735873268436,7.605178516148952,4.778316548935194,4.310318784076351
dish_1551390474,37.23,51.0,2.448,0.969,4.08,136.986301369863,6.575342465753425,2.6027397260273974,10.958904109589042
dish_1550773839,45.029999,79.0,0.237,11.06,0.553,175.4386003872663,0.5263158011617988,24.56140405421728,1.228070202710864
dish_1565035802,69.200005,250.0,0.571,14.785,3.714,361.27165019713505,0.8251444490502564,21.365605392658566,5.367051635328639
dish_1564086748,443.77182,339.0,16.095446,54.915268,23.56855,76.39060993102267,3.6269644160821204,12.374663177125578,5.310961385515646
dish_1561752035,454.936401,374.0,19.571791,26.458132,41.192177,82.20929325020093,4.302093865643432,5.815786985135094,9.054491333174283
dish_1550708152,20.059999,59.0,0.413,4.012,0.413,294.1176617207209,2.0588236320450464,20.00000099700902,2.0588236320450464
dish_1560444592,244.421005,175.0,12.662,19.757999,12.376,71.59777450387294,5.180405832960224,8.083592897427126,5.063394612913894
dish_1562958775,227.182785,251.0,11.121791,29.460529,3.690952,110.48372349163694,4.895525424604686,12.967764701009367,1.6246618334219294
dish_1565813446,202.676971,230.0,15.872236,5.9888,14.168726,113.48107230199331,7.8312972222187,2.9548497643572937,6.990792259274489
dish_1558468494,15.785,77.0,0.231,2.618,0.693,487.8048780487805,1.4634146341463417,16.585365853658537,4.390243902439025
dish_1550707056,403.182007,117.0,31.941,4.914,22.581001,29.01915213691567,7.922228533377978,1.2188043897504581,5.600696610451666
dish_1561567053,26.1,87.0,0.174,6.612,0.522,333.3333333333333,0.6666666666666666,25.333333333333332,2.0
dish_1551395396,4.08,20.0,0.02,0.78,0.44,490.19607843137254,0.49019607843137253,19.11764705882353,10.784313725490195
dish_1567525712,510.544769,184.0,40.46138,32.97702,6.916218,36.03993443325241,7.925138490646253,6.459182818500292,1.3546741480765225
dish_1551378054,303.5,50.0,27.000002,10.5,10.0,16.474464579901152,8.896211532125205,3.459637561779242,3.2948929159802307
dish_1558717604,73.839996,142.0,0.284,19.879999,0.426,192.30770272522767,0.3846154054504553,26.92307702725228,0.576923108175683
dish_1562168696,95.114838,141.0,2.474677,18.134903,1.705,148.24185475666792,2.60177807378487,19.06632380533519,1.7925699458164457
dish_1561576483,209.595428,371.0,8.536117,17.269756,18.4142,177.00767785831664,4.07266374150108,8.239567134069356,8.785592403284676
dish_1561060503,145.30899,138.0,3.984,22.781,5.407,94.97003592138381,2.7417436457303848,15.677626002355394,3.7210361175863933
dish_1551381730,39.360001,41.0,0.615,8.61,1.394,104.1666640201559,1.5624999603023386,21.87499944423274,3.5416665766853006
dish_1551324284,163.649994,189.0,6.411,6.214,21.464001,115.49038003631091,3.9175070180570857,3.7971281563261168,13.115796997829404
dish_1550876376,14.57,31.0,0.031,3.72,0.279,212.76595744680853,0.2127659574468085,25.531914893617024,1.914893617021277
dish_1558721980,26.860001,79.0,0.158,6.32,0.632,294.11763610879984,0.5882352722175997,23.52941088870399,2.352941088870399
dish_1563897369,117.013657,179.0,2.395512,23.020489,1.591805,152.9735969195459,2.047207190524778,19.673335224451623,1.360358304159317
dish_1561049409,317.779999,197.0,22.307001,8.418,20.341999,61.992573673587316,7.0196365630928215,2.6490024628642534,6.40128361256619
dish_1558460908,151.999985,302.0,0.62,39.632,1.834,198.68423013331218,0.4078947770948793,26.073686783587508,1.2065790664387237
dish_1550790874,87.5,35.0,5.25,0.0,9.099999,40.0,6.0,0.0,10.399998857142858
